IMDB Rating,Country,Genres (1st),Production Companies (1st),Year of Release
5.3,United Kingdom,Animation,Entertainment Motion Pictures (E-MOTION),2010
6.8,United States,Comedy,Paramount Pictures,1993
6.9,Canada,Drama,Association Coopérative des Productions Audio-Visuelles (ACPAV),2011
4.9,Canada,Adventure,Edge Entertainment,2001
4.8,Spain,Comedy,G.I.A. Cinematografica,1968
4.8,United States,Action,Atlantic Streamline,2001
6.3,United Kingdom,Adventure,Twentieth Century Fox,1975
4.9,United States,Action,One-Tu-Three Productions Inc.,2001
6.5,Japan,Animation,Asatsu-DK,2008
2.1,Philippines,Romance,ALV Films,2019
6.1,France,Comedy,Les films du 24,2019
6.7,Spain,Comedy,Suplentes de Richard,2007
7,Estonia,Drama,Matila Röhr Productions (MRP),2002
5.1,United States,Drama,Divine Immortality Productions,2017
7.4,Brazil,Comedy,Cinédia,1938
3.4,United States,Action,Portland Independent Films,2011
6.5,Turkey,Drama,Delta Film,1985
7,United States,Drama,Wild Style,1982
6,Bulgaria,Drama,Art 47,2017
7.7,France,Comedy,France 3,1976
6.8,United States,Drama,Heaven's Rain Productions,2011
4.6,Brazil,Comedy,Paris Entretenimento,2016
7.6,Philippines,Crime,MAQ Productions,1996
4.1,United Kingdom,Comedy,Rotten Park Road,2021
5.4,Brazil,Horror,Vermelho Profundo Produções Audiovisuais,2019
6.1,France,Drama,Why Not Productions,2005
6.9,Germany,Adventure,Peak 15 Filmproduktion,2008
8.4,India,Action,V. Creations,2019
5.6,Italy,Drama,Produzione Film Colamonici Tupini,1952
5.4,Spain,Comedy,BMG Films,1990
5.4,United Kingdom,Mystery,Dakota Films,2006
4.7,United Kingdom,Adventure,Entertainment Film,1989
3.6,United States,Comedy,Full Moon Features,2015
6.4,Spain,Comedy,Suevia Films - Cesáreo González,1942
7,Japan,Drama,Domani,2002
6.2,Finland,Biography,Art Films Production,2010
4.2,Turkey,Drama,Irisanka Film Yapim,2019
6.4,Philippines,Drama,ABS-CBN Film Productions,2019
7.5,Brazil,Crime,BR Petrobrás,2003
4.9,Italy,Action,Protor Film S.r.l.,1965
6,United States,Drama,Alcon Entertainment,2001
6.7,United States,Adventure,Metro-Goldwyn-Mayer (MGM),1984
6.1,Hungary,Drama,Megafilm,2006
3.9,Turkey,Adventure,Yildiz Film,1975
6.1,Canada,Action,Films 2011,2011
5.1,United States,Horror,Campfire,2017
2.7,United States,Sci-Fi,Master Cylinder Media,2010
6.1,Argentina,Drama,Instituto Nacional de Cine y Artes Audiovisuales (INCAA),1995
4.7,Germany,Comedy,International West Pictures (IWP),2003
5.9,United States,Comedy,Metro-Goldwyn-Mayer (MGM),1931
6.9,United States,Drama,Columbia Pictures,1942
7.1,Greece,Comedy,Greek Film Centre (GFC),1986
5.6,South Africa,Thriller,Meerfout Films,2013
4.1,Italy,Action,Clemi Cinematografica,1991
6.3,Germany,Thriller,Dor Film Produktionsgesellschaft,2000
6.9,United States,Drama,Luzzu,2021
6.7,Japan,Drama,Central Arts,2011
4.7,United States,Horror,Polestar Productions,2021
4.1,Sweden,Drama,Athenafilm,1990
6.8,Japan,Drama,Toei Company,1969
4.6,United States,Comedy,Carnegie Hill Entertainment,2021
4.2,Greece,Comedy,Art Films,1971
8.8,United States,Drama,Calm pictures,2020
6,United States,Action,City Heat Productions,2002
5.2,Portugal,Drama,Cinequanon,1978
5.5,Italy,Comedy,Medusa Film,2017
6.5,United States,Comedy,Monogram Pictures,1948
6.4,United States,Drama,Ralph M. Like Productions,1932
6.1,Germany,Comedy,Rialto Film,1992
6,United States,Comedy,Paramount Pictures,1931
6.1,Brazil,Horror,Cinematográfica Franco-Brasileira,1968
4,United Kingdom,Comedy,Donwin Films,1969
4.4,United States,Action,Concorde-New Horizons,1996
7.3,France,Adventure,Les Films Corona,1965
6.8,Spain,Adventure,Signo,1978
6.1,Iran,Thriller,Farabi Cinema Foundation,2010
6.7,Poland,Drama,Film Polski,1979
6.8,Spain,Drama,Eco Films,1965
5.3,United States,Horror,Republic Pictures (II),1995
6.8,Canada,Drama,Picture Plant,1988
7.5,United States,Biography,Marvin Worth Productions,1974
6.8,United States,Comedy,Universal Pictures,1932
7.5,United States,Comedy,JVC Entertainment Networks,1989
6.9,France,Drama,Delante Films,2007
6.8,Turkey,Comedy,Ugur Film,1976
4.9,Mexico,Action,Producciones Díaz Londoño,1982
8.1,United States,Comedy,SevenDreams Films,2013
6.9,United Kingdom,Drama,Holiday Film Productions Ltd.,1956
5.9,India,Action,Dachi Films,1976
6.4,Cyprus,Comedy,Camera Stylo,2002
5.7,France,Comedy,Atelier de Production Cinématographique,1975
7.1,India,Action,AGS Entertainment,2017
3.7,Mexico,Adventure,Nuestro México,1939
4.5,Sweden,Comedy,Cinema Art,1985
5.6,United States,Drama,Maya Entertainment,2010
5.9,United States,Horror,Hollywood Pictures,1994
7.3,India,Comedy,Cineye Films,1983
5.4,United States,Drama,Directors Ltd.,2006
6,Japan,Drama,Toho Company,1959
6.7,United States,Western,Columbia Pictures,1935
7.1,United Kingdom,Drama,British Broadcasting Corporation (BBC),1997
7.4,Germany,Comedy,Tobis Filmkunst,1941
4.8,United States,Drama,E.J. Helms Productions,1976
6.2,Chile,Comedy,Chilechita Producciones,2003
6.9,Japan,Comedy,Shochiku,1935
4.8,Philippines,Action,PS Movies,1995
8.4,Canada,Comedy,Broken Artists Pictures,2009
5.3,Spain,Comedy,Uranzu Films,1966
4.5,Italy,Comedy,Telefilm Industria,1964
8.8,New Zealand,Action,New Line Cinema,2001
6.8,Mexico,Action,Conacite Uno,1977
5.8,Spain,Drama,Centro de Nuevos Creadores,2003
6.5,Australia,Crime,Rapidfire Entertainment,2014
8,United States,Comedy,Safada Y Sano Productions,2015
4.8,France,Comedy,Films EGE,1963
3.6,United Kingdom,Comedy,Mirrorball Films,2014
6.9,Italy,Comedy,Wildside,2016
6.2,India,Drama,Aprafilms,2019
5.5,Italy,Horror,Shumba International Corporation,1984
6.2,Spain,Comedy,Procusa,1962
6.7,France,Drama,Gemini Films,1999
5.8,United States,Thriller,Boomstick Films,2020
5.9,United States,Drama,Cinema Service Corp.,1940
5.1,United States,Comedy,LFP Video,1999
6,Canada,Comedy,Phenomenal Films,2013
6.3,United States,Drama,Passage Pictures (II),2017
5.5,Mexico,Drama,Cine Falcon Producciones S.A. de C.V.,1990
7.3,France,Documentary,Aurora Films,2004
6.9,United States,Comedy,Castle Rock Entertainment,1998
5.6,United States,Horror,Hal Roach Studios,1984
5.2,United States,Comedy,Hollywood SC Studios,2010
2.8,United States,Horror,A Picture Show Film Company,2015
5.2,France,Comedy,Gemini Films,2006
7.2,Taiwan,Comedy,1 Production Film,2020
2.9,United States,Horror,Reelistic Pictures,2005
4.9,Greece,Adventure,Finos Film,1971
6.1,Japan,Adventure,Chiba Sonny Enterprises,1990
7.1,Canada,Action,ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I),2003
6.8,India,Action,A.V.M. Productions,1980
4,Malta,Action,Katana Entertainment,2005
7.2,United States,Animation,DreamWorks Animation,2011
6.2,United States,Drama,Leigh-McLaughlin,1978
5.6,United States,Horror,Katzka,1982
5.9,United States,Action,Millennium Films,2016
4.9,India,Drama,Pragati Chitra International (Madras),1971
6.6,Georgia,Drama,Caucasian FILMODROM,2010
4.5,Turkey,Drama,Antis Film,1959
6.9,Germany,Drama,ARTE,2005
7.3,United States,Drama,Universal International Pictures (UI),1948
6.4,France,Comedy,Les Films du Losange,1991
6,Poland,Drama,Argomedia Productions,2018
3.8,United States,Action,MP Filmcraft,2020
6.6,United States,Biography,Avenue Pictures,1995
5.1,Japan,Drama,Altamira Pictures Inc.,2002
5.7,India,Comedy,Winners film Production,2018
7.1,France,Drama,Gaumont-Franco Film-Aubert (G.F.F.A),1932
7.3,United Kingdom,Animation,BBC Bristol,1993
5.7,Malaysia,Action,Astro Shaw,2020
7.7,France,Crime,Productions Sigma,1939
6.2,Belgium,Drama,47ème Parallèle,2003
6.2,United Kingdom,Comedy,London Weekend Television (LWT),1989
6.4,Australia,Drama,Closer Productions,2013
6.5,United Kingdom,Adventure,Columbia Pictures Corporation,1962
6,United States,Drama,Columbia Pictures,1995
4,Canada,Sci-Fi,Canadian Entertainment Investors Number One and Company Limited Partnership,1989
7.5,India,Action,Devi Art Productions,1992
5.8,France,Adventure,Vision International,1992
4.7,France,Drama,Cinémadefacto,2010
4.4,Turkey,Comedy,TMC Film,2015
5.7,Ireland,Comedy,Fastnet Films,2014
3.9,United States,Comedy,Visionbox Pictures,2001
4.3,United States,Action,Frontier Boys,2012
5.3,United States,Comedy,American Playhouse Theatrical Films,1989
6.9,Netherlands,Drama,Filmtrust,1955
3.4,Greece,Crime,Kouros Films,1961
4.8,Hungary,Drama,Balázs Béla Stúdió,1985
3,Sweden,Comedy,Filmcenter,1969
6.1,Norway,Drama,Nordisk Film,2001
6.5,Mexico,Drama,Clasa Films Mundiales,1944
5.5,United States,Comedy,GreeneStreet Films,2000
7.5,United States,Comedy,Columbia Pictures,1943
6.5,Philippines,Drama,ABS-CBN Film Productions,2004
2.6,United States,Horror,Night Claws Productions,2012
6.6,France,Comedy,2.4.7. Films,2011
4.2,United States,Crime,Aubrey Schenck Productions,1957
4.9,United States,Action,Entertainment One,2021
6.7,United States,Comedy,Warner Bros.,1943
6.9,Ghana,Adventure,Werner Herzog Filmproduktion,1987
6.9,Japan,Drama,Toho Company,1955
6.2,Norway,Family,Paradox Rettigheter AS,2017
4,United States,Crime,Formula Features,2015
6.1,Japan,Animation,Nippon Television Network (NTV),1985
8.6,United States,Comedy,NXFLIX,2003
6.9,Canada,Comedy,Fraser Films,1977
6.5,United Kingdom,Comedy,CEA Studios,1985
5.1,France,Comedy,Les Films Manuel Munz,2013
9.2,Argentina,Drama,Niño Perro Producciones,2016
4,United Kingdom,Comedy,Columbia Pictures,1978
6.6,France,Drama,Lionceau Films,2016
7.4,Japan,Animation,Madhouse,2009
6.8,Italy,Adventure,Fandango,1992
6.6,Brazil,Drama,Chá Cinematográfico LTDA,2019
5.7,United States,Action,Summit Entertainment,2011
6.4,United Kingdom,Action,Film4,2013
5.6,Japan,Drama,Geneon Universal Entertainment,2011
6.7,United States,Biography,Warner Bros.,1941
7,France,Comedy,Geko Films,2020
5.3,United Kingdom,Crime,BBC Films,2015
4.1,United States,Drama,Exist LLC,2006
3.5,United States,Comedy,Monster Circus,2017
6,Italy,Mystery,Centro Produzioni Cinematografiche Città di Milano,1976
7.4,Spain,Comedy,Bernuy Films,1997
8.9,United States,Documentary,NY Street Games Productions,2010
6.9,United States,Adventure,Universal Pictures,1934
6.1,United States,Drama,Chickie the Cop,2001
6.3,Finland,Comedy,Filminor,1990
4.8,United States,Comedy,Blue Creek Pictures,2017
5.9,Italy,Drama,Opera Totale,2020
3.9,Spain,Adventure,Pedro Masó Producciones Cinematográficas,1971
7.3,Hungary,Comedy,Objektív Film,1977
5.4,Japan,Action,Nikkatsu,1966
6.9,Portugal,Drama,Fado Filmes,2022
5.3,United States,Action,Nexus Entertainment,2004
6,United States,Adventure,Columbia Pictures,1945
6.6,Turkey,Drama,Osmanli Film,1973
7.1,United States,Thriller,Frank Lloyd Productions,1942
4.5,United States,Adventure,Frameline Productions,1983
7.7,United Kingdom,Drama,24:25 Films,2007
4.1,United States,Comedy,Future Proof Films,2021
5.6,United States,Comedy,Alta Vista Productions,1965
6.9,France,Drama,La Sept,1992
7.2,France,Documentary,Atopic films,2012
5.9,United States,Action,Universal Pictures,1938
6.4,United States,Action,Paramount Pictures,2013
4.8,India,Drama,Sri Keerthi Creations,2010
7.1,Argentina,Drama,Estudios San Miguel,1949
4.4,Colombia,Comedy,Netflix,2019
5.6,Greece,Drama,Ciné-Sud Promotion,2019
5.7,United States,Comedy,Platinum Entertainment,1999
7.2,Italy,Comedy,Indigo Film,2001
6,Philippines,Comedy,Star Cinema,2017
7.2,United Kingdom,Crime,Lawrence Huntington Productions (I),1936
9.1,United States,Drama,IHysm Studios,2020
7.3,United States,Animation,Walt Disney Pictures,1999
6.1,United States,Action,Universal Pictures,2022
3.8,Sweden,Thriller,Impasse Films,2008
6.8,United States,Drama,Dreamworks Pictures,2005
5.5,Spain,Comedy,Izaro Films,1980
6.4,France,Musical,S.F.F.A.R.,1951
7.1,Turkey,Drama,Günaydin Filmcilik,1975
6.4,United States,Action,Summit Entertainment,2016
7.2,Spain,Comedy,Tesela Producciones Cinematográficas,2006
5,Italy,Adventure,Dania Film,1990
5.5,United States,Horror,Deadlydoll,2008
4.6,United States,Drama,Arkham Northwest Productions,2007
6.7,United States,Drama,Walter Wanger Productions,1947
6.8,Mexico,Comedy,Producciones Aguirre Valdés,1982
4.6,United States,Action,Universal 1440 Entertainment,2022
8.9,Mexico,Action,Producciones Montiel,2011
7.2,Indonesia,Drama,Bomb Creative,2011
7.8,Canada,Crime,TimeLapse Pictures,2009
5.4,France,Comedy,Tabo Tabo Films,2014
6.5,Mexico,Drama,Ithaca,1988
6.7,United States,Action,Motion Picture Corporation of America (MPCA),1995
7.2,Portugal,Drama,Lisboa Filme,1951
3.3,United States,Comedy,The Michael Donahue Company,2010
4.5,Italy,Action,Quality Sound,2003
7.3,United States,Drama,Hollywood Pictures,1995
6.1,United States,Drama,Columbia Pictures,1978
6.3,United States,Comedy,Wanko Toys,2009
6.7,United States,Action,Warner Bros.,1997
6.4,Sweden,Drama,Film i Väst,2002
6.5,Ireland,Drama,Cinemagic,2018
5.2,United States,Drama,Warner Bros.,1928
4.2,United States,Drama,B/TRU Productions Inc.,1988
5.7,India,Action,OMICS Creations,2013
6.2,United States,Crime,New Line Cinema,2021
7.1,United Kingdom,Comedy,Universal Pictures,1983
7.1,Germany,Biography,Heimatfilm,2012
6,Germany,Sci-Fi,Filmakademie Baden-Württemberg,2004
5.6,France,Comedy,ICE3,2012
3.7,United States,Action,PM Entertainment Group,1990
6.2,Turkey,Adventure,And Film,1957
4.5,United States,Animation,Fox 2000 Pictures,2009
6.3,United States,Drama,Gene Autry Productions,1951
6.5,United States,Drama,Alphaville Films,2004
6.2,United States,Action,Sculptor Media,2021
5.5,United States,Comedy,Pageant Productions,2009
5.8,Mexico,Drama,Argos Films,2002
6.3,United States,Drama,Complete Production Group,2021
5.4,United States,Horror,EMI Films,1983
5.9,United States,Action,Depth Charge Productions,2012
6.4,United States,Comedy,Paramount Pictures,1996
3.5,Canada,Drama,Bruise Productions,2015
5.8,United States,Comedy,Slinging Star Pictures,1999
6.4,United Kingdom,Comedy,Tudor Productions,1957
7,Portugal,Drama,Fado Filmes,1999
7.1,Italy,Crime,Tiki Film,1967
5.9,United States,Drama,Ghost Robot,2006
8.8,Philippines,Comedy,Viva Films,1985
7.1,United States,Comedy,Freestyle Picture Company,2015
5.5,United States,Drama,Shorelight Pictures,2018
4.3,Poland,Biography,"""Zespol Filmowy """"Syrena""""""",1963
6.3,Germany,Action,Warner Bros.,2009
4.4,United Kingdom,Comedy,Carnaby International,2006
6.4,India,Drama,Shatrujit Films,1965
4.1,Australia,Comedy,Beyond Films,1993
7.2,Mexico,Comedy,Bandidos Films,2014
6.6,United States,Drama,Park Avenue Productions,1998
6.3,United States,Comedy,Annapurna Pictures,2019
6,France,Drama,Les Films d'Ici,2013
5.6,Italy,Adventure,Istituto Luce-Italnoleggio Cinematografico,1988
7.6,India,Drama,Tulasi Pictures,1988
8.3,United States,Documentary,Bilderwelt Fim Production,1993
5,India,Action,Annapurna Studios,2005
3.9,Italy,Drama,Opera Film Produzione,1984
8.2,United States,Drama,Warner Bros.,1992
4.9,Finland,Comedy,Filminor,1962
5.7,France,Comedy,G.P.F.I.,1989
6.8,India,Action,White Poppkorn,2011
7.4,United States,Drama,Great Western Productions,1946
6.6,India,Drama,Yash Raj Films,1977
8.2,United States,Action,Paramount Pictures,1989
2.4,United States,Action,The Asylum,2004
6.4,United States,Comedy,Columbia Pictures,2006
7.4,United States,Comedy,Unified Pictures,2014
5,Spain,Comedy,Media Films,2006
6.5,Poland,Biography,Kondrat-Media,2017
4.8,Australia,Comedy,Becker Entertainment,2002
5.3,Poland,Comedy,TVN,2022
5.2,Italy,Comedy,Italian Dreams Factory,2015
3.1,Ireland,Horror,Bog Body Films,2009
5.4,France,Comedy,Société Nouvelle Pathé Cinéma,1946
7.2,United States,Comedy,No Matter Pictures,2006
4.3,South Africa,Action,Successful Film Production Company,1987
6.1,Sweden,Comedy,Sandrews,1954
6.2,Iran,Drama,Rex Cinema & Theatre Company,1972
6.2,Sweden,Drama,Art & Bob Film & Drama,2020
6.4,Canada,Biography,Scythia Films,2020
6.3,United States,Drama,RedBone Films,2006
7.2,Iceland,Comedy,Umbi,1986
4.4,United States,Action,Basic Pictures,1997
5.7,United States,Comedy,Desperate Pictures,2010
7.2,Finland,Drama,Fennada-Filmi,1956
6.4,France,Adventure,Pathé Renn Productions,2007
4.3,France,Comedy,Miroir Magique!,2011
4.5,United States,Drama,Closed Door Productions LLC,2006
3.7,Turkey,Drama,BRK'S Production,2015
5.3,Sweden,Drama,Svenska Filminstitutet (SFI),1979
6.3,France,Drama,Oliane Productions,1991
6.2,India,Comedy,Mindblowing Movies,2003
5.6,Italy,Crime,Corona,1969
7,Italy,Comedy,C.P. Coletti Productions,1994
5.7,United States,Family,Swirl Films,2013
6.5,Austria,Comedy,Styria-Film,1936
5.6,Japan,Fantasy,Toho Pictures,1991
6.4,United Kingdom,Crime,Kanzaman,2002
5.6,France,Comedy,Sombrero Productions,2006
5,United States,Drama,Jonesing Pictures,2006
5,Finland,Comedy,Spede-Team Oy,1990
5.7,Turkey,Comedy,Acar Film Prodüksiyon,1974
8.6,United States,Family,Slamgate Productions,2014
7,Switzerland,Crime,Vega Film,2012
3.7,United States,Comedy,Big Vision Empty Wallet,2017
8.6,Russia,Horror,Terra Studio,2013
6.2,United States,Fantasy,RKO Pictures,1982
6.6,Philippines,Drama,Panoramanila Pictures,2008
6.3,Mexico,Comedy,Hippo Films,2009
6.3,United States,Comedy,Warner Bros.,1937
5.7,United States,Comedy,Metro-Goldwyn-Mayer (MGM),1952
5.6,United States,Crime,Yellow Brick Studio,2020
6.8,Poland,Action,Studio Filmowe Kadr,1956
4.2,United States,Drama,Desert Wind,1990
5.3,Brazil,Comedy,ASC Audiovisual,2014
6.7,France,Drama,Everybody on the Deck,2016
5.3,Spain,Drama,El Médano Producciones,2018
3.7,United Kingdom,Action,Cannon Films,1987
4,France,Comedy,Les Films Christian Fechner,2006
3.9,United States,Comedy,299 Films Inc.,2002
5.2,United States,Drama,KC Film Office,2015
7.4,United States,Drama,3BPOV,2010
6,India,Comedy,Hand Made Films,2015
7.4,Poland,Documentary,Autograf Karol Wozbinski,2019
7,Netherlands,Drama,IDTV Film,2008
6.3,Spain,Crime,Tesela Producciones Cinematográficas,2005
7.2,Netherlands,Comedy,Loet C. Barnstijn Film,1935
5.4,India,Drama,Lakshmi Cini Visions,2013
7.1,Spain,Comedy,Sociedad General de Televisión (Sogetel),1993
5.8,Turkey,Comedy,BKM,2017
5.3,Turkey,Drama,As Film,1963
6.7,Japan,Action,Toei Company,1973
6.4,United States,Drama,RKO Radio Pictures,1940
6.4,Japan,Drama,Bandai Entertainment Inc.,1990
4.9,France,Drama,Wy Productions,2006
8,Finland,Drama,Suomen Filmiteollisuus,1955
6,Czech Republic,Comedy,In Film Praha,2011
7.3,India,Adventure,Ralhan Productions Pvt. Ltd.,1971
7.5,India,Adventure,Nitin Films,1970
5.3,Turkey,Comedy,Ipek Film,1939
4.7,Spain,Comedy,Arriska Films,2003
7.4,Mexico,Drama,Altavista Films,2008
7.2,Japan,Comedy,King Records,2007
5,Germany,Romance,New Line Cinema,1991
4.7,Japan,Action,Fine Entertainment,2022
3.5,United States,Comedy,Vesmark Pictures,1989
7.1,France,Drama,B.C.M.,1945
6.1,United States,Adventure,Twentieth Century Fox,1952
5.5,United States,Comedy,First Artists,1979
6.5,United States,Drama,Metro-Goldwyn-Mayer (MGM),1937
6.1,United Kingdom,Crime,The Bureau,2007
5.3,Greece,Comedy,Hrisma Films,1958
5.5,Greece,Comedy,Afoi Roussopoulloi,1960
7.6,India,Comedy,MSM Motion Pictures,2015
6.8,United States,Biography,RD-DR Productions,1953
7.3,United Kingdom,Comedy,Two Cities Films,1944
6.9,Portugal,Drama,Sociedade Óptica Técnica,2014
5.5,France,Drama,Copperfield Communications,2004
6.2,United Kingdom,Comedy,Two Cities Films,1943
4.9,Russia,Horror,Big Cinema House,2018
6.3,Brazil,Drama,Trincheira Filmes,2012
6.4,Italy,Comedy,Piazzi,1959
6.9,United Kingdom,Adventure,Paradine Co-Productions,1976
4.3,United States,Action,CD2 Films,2010
4.9,United Kingdom,Comedy,EMI Films,1970
5.8,Czech Republic,Drama,Buc-Film,2018
2.6,United States,Drama,Eleven 22 Entertainment,2008
5.6,Mexico,Comedy,Academia de Cine de Guadalajara (ACINEG),2013
